order_id,customer_id,order_date,ship_date,delivery_date,ship_mode,origin_warehouse,dest_city,dest_state,product_category,product_id,quantity,unit_price,order_value,shipping_cost,delivery_time_days,delivery_status,returned,cost_of_goods,labor_time_minutes,order_priority,promo_code,customer_segment,carrier,profit,profit_margin,order_week,order_month,order_year,fulfillment_lag_days,delivery_lag,on_time
O003038,C2178,2024-05-06,2024-05-06,2024-05-11,Ground,WH_West,City_342,MI,Beauty,P7727,3,44.85,134.55,6.88,5,Delivered,No,58.65,48,Low,SUMMER10,SMB,CarrierC,63.26,0.47,19,May,2024,0,5,1
O003039,C1275,2025-10-04,2025-10-06,2025-10-14,Ground,WH_South,City_294,MI,Beauty,P6944,1,34.91,34.91,6.68,8,Delivered,No,16.51,15,Medium,FREESHIP,Enterprise,CarrierB,9.92,0.284,40,Oct,2025,2,6,0
O003040,C2265,2024-02-16,2024-02-17,2024-02-19,Two-Day,WH_Central,City_318,FL,Apparel,P4825,1,67.21,67.21,14.19,2,Delivered,No,24.47,14,Low,FREESHIP,Enterprise,CarrierD,26.87,0.4,7,Feb,2024,1,1,1
O003041,C2742,2024-01-11,2024-01-12,2024-01-17,Ground,WH_West,City_389,TX,Toys,P7805,4,47.31,189.24,5.61,5,Delivered,No,103.97,64,Medium,WELCOME5,Enterprise,CarrierB,71.98,0.38,2,Jan,2024,1,4,1
O003042,C1266,2025-01-12,2025-01-14,2025-01-16,Two-Day,WH_North,City_138,FL,Beauty,P9463,7,64.01,448.07,17.85,2,Delivered,No,185.98,84,Medium,NA,Consumer,CarrierD,234.16,0.523,2,Jan,2025,2,0,1
O003043,C2492,2025-05-31,2025-06-01,2025-06-03,Air,WH_Central,City_281,OH,Sports,P4983,5,24.33,121.65,36.69,2,Delivered,No,53.48,75,Low,NA,Consumer,CarrierC,22.48,0.185,22,May,2025,1,1,1
O003044,C1953,2024-03-17,2024-03-18,2024-03-26,Ground,WH_South,City_252,NY,Toys,P5347,3,76.16,228.48,6.35,8,Delivered,No,93.36,45,High,WELCOME5,Consumer,CarrierB,123.37,0.54,11,Mar,2024,1,7,0
O003045,C1222,2024-01-16,2024-01-16,2024-01-23,Ground,WH_West,City_381,IL,Home,P5065,6,52.9,317.4,6.84,7,Delivered,No,167.19,96,Low,NA,SMB,CarrierB,131.85,0.415,3,Jan,2024,0,7,1
O003046,C1925,2024-05-03,2024-05-04,2024-05-10,Ground,WH_East,City_233,NC,Electronics,P5061,3,66.68,200.04,5.52,6,Delivered,No,100.02,36,Low,WELCOME5,SMB,CarrierD,90.18,0.451,18,May,2024,1,5,1
O003047,C2642,2025-08-24,2025-08-26,2025-09-02,Ground,WH_South,City_394,TX,Sports,P1547,3,81.44,244.32,6.02,7,Delivered,No,105.83,45,Medium,WELCOME5,Consumer,CarrierC,127.07,0.52,34,Aug,2025,2,5,1
O003048,C1430,2025-11-02,2025-11-03,2025-11-11,Ground,WH_South,City_233,CA,Apparel,P2199,3,63.73,191.19,7.19,8,Delivered,No,94.61,48,Low,NA,Consumer,CarrierA,83.63,0.437,44,Nov,2025,1,7,0
O003049,C1261,2025-03-31,2025-03-31,2025-04-09,Ground,WH_Central,City_295,OH,Home,P9570,6,56.64,339.84,6.23,9,Delivered,No,173.19,96,High,WELCOME5,Consumer,CarrierC,148.9,0.438,14,Mar,2025,0,9,0
O003050,C1491,2024-08-14,2024-08-15,2024-08-20,Two-Day,WH_North,City_150,NY,Beauty,P5749,2,36.18,72.36,12.68,5,Delivered,No,28.25,32,Low,NA,SMB,CarrierB,27.59,0.381,33,Aug,2024,1,4,0
O003051,C2051,2024-04-11,2024-04-13,2024-04-20,Air,WH_West,City_395,NY,Electronics,P4105,4,52.76,211.04,36.01,7,Delivered,No,105.52,64,Medium,NA,Consumer,CarrierD,61.83,0.293,15,Apr,2024,2,5,0
O003052,C2013,2025-07-19,2025-07-20,2025-07-25,Ground,WH_South,City_46,FL,Apparel,P8213,4,5.41,21.64,5.46,5,Delivered,No,7.57,68,Low,FREESHIP,Consumer,CarrierA,0.45,0.021,29,Jul,2025,1,4,1
O003053,C2481,2025-03-07,2025-03-09,2025-03-11,Air,WH_East,City_32,NC,Electronics,P8790,2,47.31,94.62,30.56,2,Delivered,No,47.31,32,Medium,FREESHIP,Enterprise,CarrierA,12.91,0.136,10,Mar,2025,2,0,1
O003054,C1418,2025-10-03,2025-10-04,2025-10-11,Ground,WH_Central,City_196,NY,Sports,P3841,2,36.9,73.8,5.76,7,Delivered,No,26.59,32,Low,WELCOME5,Consumer,CarrierB,37.61,0.51,40,Oct,2025,1,6,1
O003055,C1429,2024-08-06,2024-08-08,2024-08-11,Air,WH_Central,City_343,FL,Beauty,P8888,2,17.01,34.02,32.15,3,Delivered,No,15.2,34,High,WELCOME5,Consumer,CarrierB,-17.41,-0.512,32,Aug,2024,2,1,1
O003056,C1191,2024-02-10,2024-02-11,2024-02-13,Two-Day,WH_Central,City_233,MI,Home,P8421,2,91.13,182.26,17.44,2,Delivered,Yes,80.87,28,Medium,SUMMER10,Consumer,CarrierA,80.59,0.442,6,Feb,2024,1,1,1
O003057,C1816,2024-03-14,2024-03-16,2024-03-21,Ground,WH_North,City_16,NC,Apparel,P2141,2,62.42,124.84,6.39,5,Delivered,No,48.48,32,Medium,WELCOME5,Enterprise,CarrierD,66.13,0.53,11,Mar,2024,2,3,1
O003058,C1586,2024-06-07,2024-06-09,2024-06-15,Ground,WH_East,City_184,IL,Sports,P8712,2,16.87,33.74,7.24,6,Delivered,No,16.72,26,Low,WELCOME5,SMB,CarrierB,6.66,0.197,23,Jun,2024,2,4,1
O003059,C1744,2024-02-07,2024-02-07,2024-02-09,Two-Day,WH_Central,City_126,MI,Toys,P6844,3,48.72,146.16,13.61,2,Delivered,No,58.83,42,Medium,WELCOME5,SMB,CarrierD,68.68,0.47,6,Feb,2024,0,2,1
O003060,C2619,2025-06-03,2025-06-03,2025-06-08,Ground,WH_North,City_94,OH,Home,P5407,3,69.9,209.7,7.19,5,Delivered,No,85.82,39,Low,NA,SMB,CarrierB,112.01,0.534,23,Jun,2025,0,5,1
O003061,C1884,2025-07-10,2025-07-12,2025-07-14,Air,WH_West,City_293,NY,Beauty,P6190,4,38.77,155.08,31.22,2,Delivered,No,54.45,60,Low,NA,Enterprise,CarrierD,62.21,0.401,28,Jul,2025,2,0,1
O003062,C1940,2025-11-22,2025-11-22,2025-11-29,Ground,WH_North,City_201,FL,Home,P9807,5,58.11,290.55,6.74,7,Delivered,No,143.12,85,Low,FREESHIP,SMB,CarrierA,130.49,0.449,47,Nov,2025,0,7,1
O003063,C2405,2025-09-04,2025-09-06,2025-09-08,Two-Day,WH_East,City_276,NY,Beauty,P7144,3,43.03,129.09,16.32,2,Delivered,No,67.51,45,Medium,NA,SMB,CarrierA,39.86,0.309,36,Sep,2025,2,0,1
O003064,C2869,2024-04-26,2024-04-26,2024-04-28,Overnight,WH_Central,City_266,NC,Home,P8007,3,21.6,64.8,47.71,2,Delivered,No,32.76,42,High,WELCOME5,Enterprise,CarrierB,-20.71,-0.32,17,Apr,2024,0,2,1
O003065,C1606,2025-01-07,2025-01-07,2025-01-12,Ground,WH_East,City_267,NC,Electronics,P4168,3,30.35,91.05,5.2,5,Delivered,No,45.52,33,Medium,WELCOME5,Consumer,CarrierB,36.37,0.399,2,Jan,2025,0,5,1
O003066,C1900,2025-09-28,2025-09-30,2025-10-02,Air,WH_South,City_174,FL,Home,P3865,1,63.4,63.4,37.19,2,Delivered,No,27.72,12,Low,NA,Consumer,CarrierC,-2.95,-0.047,39,Sep,2025,2,0,1
O003067,C1444,2025-10-13,2025-10-14,2025-10-22,Ground,WH_Central,City_340,CA,Electronics,P3195,2,58.48,116.96,5.61,8,Delivered,No,58.48,28,Low,SUMMER10,Enterprise,CarrierD,49.51,0.423,42,Oct,2025,1,7,0
O003068,C1869,2024-11-22,2024-11-23,2024-11-30,Ground,WH_South,City_138,FL,Electronics,P2840,4,41.86,167.44,6.75,7,Delivered,No,83.72,56,Low,NA,SMB,CarrierA,70.25,0.42,47,Nov,2024,1,6,1
O003069,C1159,2025-02-07,2025-02-07,2025-02-14,Ground,WH_Central,City_107,PA,Toys,P3133,2,62.73,125.46,6.91,7,Delivered,No,54.95,32,Low,NA,Enterprise,CarrierB,59.76,0.476,6,Feb,2025,0,7,1
O003070,C2588,2024-02-21,2024-02-21,2024-02-24,Two-Day,WH_North,City_91,GA,Electronics,P7952,3,61.81,185.43,15.32,3,Delivered,No,92.72,54,Low,NA,Enterprise,CarrierA,70.91,0.382,8,Feb,2024,0,3,1
O003071,C1251,2025-01-08,2025-01-10,2025-01-11,Overnight,WH_East,City_119,CA,Sports,P1532,3,31.18,93.54,48.59,1,Delivered,No,42.66,57,Low,FREESHIP,Consumer,CarrierD,-4.55,-0.049,2,Jan,2025,2,-1,1
O003072,C1071,2024-02-09,2024-02-11,2024-02-16,Ground,WH_East,City_333,IL,Home,P9681,5,61.99,309.95,7.05,5,Delivered,No,138.69,85,Low,WELCOME5,Consumer,CarrierC,154.01,0.497,6,Feb,2024,2,3,1
O003073,C2625,2024-02-28,2024-02-29,2024-03-04,Two-Day,WH_South,City_131,TX,Beauty,P6769,2,48.68,97.36,17.62,4,Delivered,No,46.74,34,High,SUMMER10,SMB,CarrierA,28.92,0.297,9,Feb,2024,1,3,0
O003074,C1532,2025-01-07,2025-01-07,2025-01-14,Ground,WH_North,City_203,OH,Sports,P8990,4,71.6,286.4,6.88,7,Delivered,No,117.42,48,Low,NA,Consumer,CarrierC,156.34,0.546,2,Jan,2025,0,7,1
O003075,C1712,2025-04-04,2025-04-04,2025-04-09,Ground,WH_West,City_74,PA,Electronics,P5963,3,56.84,170.52,6.9,5,Delivered,No,85.26,42,Low,FREESHIP,Enterprise,CarrierC,73.32,0.43,14,Apr,2025,0,5,1
O003076,C2401,2024-02-09,2024-02-09,2024-02-10,Overnight,WH_East,City_384,FL,Sports,P2236,1,58.57,58.57,43.12,1,Delivered,No,26.79,16,Medium,WELCOME5,SMB,CarrierC,-13.26,-0.226,6,Feb,2024,0,1,1
O003077,C1745,2025-07-07,2025-07-08,2025-07-12,Two-Day,WH_West,City_19,MI,Toys,P6043,1,41.24,41.24,16.22,4,Delivered,No,14.91,14,Critical,WELCOME5,Consumer,CarrierC,8.43,0.204,28,Jul,2025,1,3,0
O003078,C2031,2025-01-11,2025-01-13,2025-01-16,Two-Day,WH_West,City_155,OH,Apparel,P1494,3,72.13,216.39,16.71,3,Delivered,No,92.44,45,High,WELCOME5,Consumer,CarrierB,101.84,0.471,2,Jan,2025,2,1,1
O003079,C2280,2025-01-02,2025-01-04,2025-01-12,Ground,WH_North,City_255,GA,Sports,P5526,4,30.94,123.76,5.44,8,Delivered,No,57.73,48,Low,FREESHIP,Enterprise,CarrierA,54.83,0.443,1,Jan,2025,2,6,0
O003080,C2915,2024-02-09,2024-02-10,2024-02-17,Ground,WH_Central,City_348,MI,Sports,P2511,2,56.37,112.74,6.68,7,Delivered,No,46.45,32,Low,SUMMER10,Enterprise,CarrierB,55.77,0.495,6,Feb,2024,1,6,1
O003081,C1001,2025-08-20,2025-08-20,2025-08-22,Two-Day,WH_West,City_275,FL,Electronics,P6972,4,73.34,293.36,14.45,2,Delivered,No,146.68,68,Low,WELCOME5,Enterprise,CarrierD,124.07,0.423,34,Aug,2025,0,2,1
O003082,C2337,2024-10-01,2024-10-02,2024-10-09,Ground,WH_South,City_23,MI,Electronics,P2993,5,47.91,239.55,7.32,7,Delivered,No,119.78,60,Medium,SUMMER10,Consumer,CarrierA,105.25,0.439,40,Oct,2024,1,6,1
O003083,C1700,2024-07-15,2024-07-15,2024-07-21,Ground,WH_South,City_209,CA,Electronics,P5363,3,41.84,125.52,7.19,6,Delivered,No,62.76,54,Low,WELCOME5,Enterprise,CarrierB,49.09,0.391,29,Jul,2024,0,6,1
O003084,C2868,2025-02-25,2025-02-25,2025-03-04,Ground,WH_West,City_104,NY,Electronics,P7355,3,57.51,172.53,6.19,7,Delivered,No,86.26,42,Low,WELCOME5,SMB,CarrierC,75.04,0.435,9,Feb,2025,0,7,1
O003085,C1680,2025-10-18,2025-10-18,2025-10-19,Overnight,WH_West,City_37,OH,Electronics,P8770,3,57.74,173.22,47.6,1,Delivered,No,86.61,42,High,FREESHIP,Consumer,CarrierB,33.97,0.196,42,Oct,2025,0,1,1
O003086,C2495,2024-12-19,2024-12-20,2024-12-25,Ground,WH_North,City_175,TX,Apparel,P9639,3,78.97,236.91,7.17,5,Delivered,No,126.06,48,Medium,FREESHIP,SMB,CarrierA,97.92,0.413,51,Dec,2024,1,4,1
O003087,C2046,2025-06-28,2025-06-30,2025-07-05,Ground,WH_West,City_72,GA,Toys,P3987,6,58.45,350.7,5.48,5,Delivered,No,156.35,84,Low,SUMMER10,Enterprise,CarrierB,178.79,0.51,26,Jun,2025,2,3,1
O003088,C1007,2024-08-28,2024-08-29,2024-09-03,Ground,WH_Central,City_285,FL,Beauty,P4331,1,46.82,46.82,6.67,5,Delivered,No,17.92,17,Low,SUMMER10,Enterprise,CarrierD,20.19,0.431,35,Aug,2024,1,4,1
O003089,C2598,2025-10-07,2025-10-09,2025-10-14,Ground,WH_West,City_78,NY,Electronics,P5784,2,54.86,109.72,6.01,5,Delivered,No,54.86,32,High,WELCOME5,Consumer,CarrierC,45.01,0.41,41,Oct,2025,2,3,1
O003090,C1630,2025-07-31,2025-08-01,2025-08-05,Overnight,WH_West,City_281,GA,Apparel,P6964,1,37.58,37.58,41.5,4,Delivered,Yes,15.21,19,Low,NA,SMB,CarrierA,-21.41,-0.57,31,Jul,2025,1,3,0
O003091,C2501,2025-02-17,2025-02-18,2025-02-21,Two-Day,WH_South,City_96,FL,Apparel,P6203,1,41.91,41.91,14.03,3,Delivered,No,19.58,15,High,SUMMER10,Consumer,CarrierA,6.5,0.155,8,Feb,2025,1,2,1
O003092,C1329,2025-09-04,2025-09-05,2025-09-07,Two-Day,WH_West,City_319,NY,Electronics,P8104,3,47.15,141.45,15.42,2,Lost,No,70.72,51,Low,WELCOME5,Consumer,CarrierA,49.19,0.348,36,Sep,2025,1,1,1
O003093,C2467,2024-10-03,2024-10-05,2024-10-15,Ground,WH_North,City_201,OH,Apparel,P4919,4,29.3,117.2,6.92,10,Delivered,No,63.28,44,Medium,WELCOME5,Consumer,CarrierB,41.72,0.356,40,Oct,2024,2,8,0
O003094,C1972,2025-09-27,2025-09-28,2025-10-02,Two-Day,WH_North,City_79,TX,Beauty,P3054,4,42.5,170,12.68,4,Delivered,No,93.47,52,High,WELCOME5,Enterprise,CarrierD,57.61,0.339,39,Sep,2025,1,3,0
O003095,C2088,2024-05-02,2024-05-02,2024-05-05,Two-Day,WH_East,City_311,GA,Electronics,P3950,3,73.05,219.15,14.26,3,Lost,No,109.58,51,Low,SUMMER10,SMB,CarrierA,89.19,0.407,18,May,2024,0,3,1
O003096,C1248,2024-11-02,2024-11-03,2024-11-10,Ground,WH_Central,City_218,FL,Sports,P5095,2,14.53,29.06,6.3,7,Delivered,No,11.09,36,Low,FREESHIP,Consumer,CarrierD,7.35,0.253,44,Nov,2024,1,6,1
O003097,C2004,2024-06-15,2024-06-17,2024-06-23,Ground,WH_West,City_116,GA,Electronics,P9715,5,99.17,495.85,5.6,6,Delivered,No,247.93,80,Medium,NA,SMB,CarrierB,232.72,0.469,24,Jun,2024,2,4,1
O003098,C2682,2025-10-16,2025-10-16,2025-10-21,Ground,WH_West,City_48,PA,Apparel,P7790,3,33.45,100.35,5.23,5,Lost,Yes,52,33,High,NA,SMB,CarrierD,39.16,0.39,42,Oct,2025,0,5,1
O003099,C1265,2025-04-11,2025-04-13,2025-04-24,Ground,WH_North,City_30,PA,Toys,P3286,3,53.23,159.69,6.65,11,Delivered,No,60.85,57,Low,FREESHIP,SMB,CarrierA,85.35,0.534,15,Apr,2025,2,9,0
O003100,C2639,2024-10-30,2024-11-01,2024-11-08,Ground,WH_West,City_239,NY,Beauty,P6740,4,54.82,219.28,7.21,7,Delivered,No,111.8,60,Medium,WELCOME5,SMB,CarrierB,93.07,0.424,44,Oct,2024,2,5,1
O003101,C1527,2025-08-07,2025-08-08,2025-08-15,Ground,WH_North,City_311,CA,Beauty,P6165,2,49.91,99.82,6.48,7,Delivered,No,39.4,28,High,NA,Consumer,CarrierC,50.58,0.507,32,Aug,2025,1,6,1
O003102,C1574,2024-04-11,2024-04-12,2024-04-18,Overnight,WH_North,City_374,CA,Sports,P6521,3,48.42,145.26,44.44,6,Delivered,No,68.14,54,Low,WELCOME5,SMB,CarrierB,26.2,0.18,15,Apr,2024,1,5,0
O003103,C1464,2024-01-24,2024-01-24,2024-01-29,Ground,WH_East,City_105,NC,Sports,P6280,5,78.63,393.15,6.03,5,Delivered,No,167.56,75,High,WELCOME5,Consumer,CarrierC,210.56,0.536,4,Jan,2024,0,5,1
O003104,C2815,2025-05-10,2025-05-12,2025-05-19,Ground,WH_West,City_96,OH,Apparel,P5953,2,84.06,168.12,6.24,7,Delivered,No,85.59,28,Medium,SUMMER10,Consumer,CarrierC,72.93,0.434,19,May,2025,2,5,1
O003105,C2371,2024-04-15,2024-04-17,2024-04-19,Overnight,WH_Central,City_346,CA,Home,P6235,2,50.16,100.32,46.81,2,Delivered,No,37.83,24,Medium,WELCOME5,SMB,CarrierD,12.8,0.128,16,Apr,2024,2,0,1
O003106,C1057,2024-07-22,2024-07-23,2024-08-01,Ground,WH_Central,City_105,GA,Apparel,P5309,6,52.03,312.18,6.36,9,Delivered,No,110.64,78,Low,WELCOME5,Consumer,CarrierB,185.82,0.595,30,Jul,2024,1,8,0
O003107,C1707,2025-05-29,2025-05-31,2025-06-06,Ground,WH_North,City_53,TX,Home,P1412,2,62.91,125.82,6.59,6,Delivered,No,48.03,30,Low,FREESHIP,Consumer,CarrierC,67.6,0.537,22,May,2025,2,4,1
O003108,C2097,2024-01-25,2024-01-27,2024-02-02,Two-Day,WH_North,City_49,NC,Electronics,P7165,8,62.9,503.2,16.46,6,Delivered,No,251.6,120,Low,WELCOME5,Consumer,CarrierC,220.74,0.439,4,Jan,2024,2,4,0
O003109,C1520,2024-05-11,2024-05-12,2024-05-16,Two-Day,WH_East,City_368,IL,Apparel,P9614,4,80.25,321,17.44,4,Delivered,No,153.63,64,Low,FREESHIP,SMB,CarrierC,142.25,0.443,19,May,2024,1,3,0
O003110,C1716,2025-04-28,2025-04-29,2025-05-02,Two-Day,WH_Central,City_315,MI,Beauty,P1501,3,26.3,78.9,13.75,3,Delivered,No,42.06,33,Medium,FREESHIP,Consumer,CarrierC,19.13,0.242,18,Apr,2025,1,2,1
O003111,C1370,2024-09-17,2024-09-18,2024-09-24,Ground,WH_West,City_366,NY,Toys,P6097,1,41.96,41.96,6.3,6,Delivered,No,16.91,13,Medium,NA,Enterprise,CarrierC,17.19,0.41,38,Sep,2024,1,5,1
O003112,C2863,2025-06-04,2025-06-06,2025-06-12,Ground,WH_South,City_361,FL,Electronics,P3587,4,24.28,97.12,5.67,6,Delivered,No,48.56,48,Medium,WELCOME5,Enterprise,CarrierC,37.13,0.382,23,Jun,2025,2,4,1
O003113,C1775,2024-09-03,2024-09-03,2024-09-08,Ground,WH_North,City_11,TX,Beauty,P1537,2,16.43,32.86,5.15,5,Delivered,No,15.05,36,Low,SUMMER10,Consumer,CarrierB,8.34,0.254,36,Sep,2024,0,5,1
O003114,C1689,2025-07-07,2025-07-07,2025-07-08,Overnight,WH_East,City_241,GA,Apparel,P7875,2,43.2,86.4,49.39,1,Delivered,No,36.92,24,High,SUMMER10,Consumer,CarrierC,-2.79,-0.032,28,Jul,2025,0,1,1
O003115,C1973,2024-06-07,2024-06-09,2024-06-14,Ground,WH_North,City_194,NY,Sports,P3035,3,33.07,99.21,5.21,5,Delivered,No,46.77,39,Medium,SUMMER10,Consumer,CarrierA,42.55,0.429,23,Jun,2024,2,3,1
O003116,C1847,2024-03-15,2024-03-16,2024-03-24,Ground,WH_North,City_234,FL,Apparel,P1431,1,52.47,52.47,5.77,8,Delivered,No,18.72,17,Low,WELCOME5,Enterprise,CarrierB,25.94,0.494,11,Mar,2024,1,7,0
O003117,C2720,2025-11-24,2025-11-24,2025-12-04,Ground,WH_West,City_133,MI,Toys,P6760,1,22.93,22.93,6.78,10,Delivered,No,8.53,14,Medium,FREESHIP,Consumer,CarrierA,5.94,0.259,48,Nov,2025,0,10,0
O003118,C2423,2024-09-07,2024-09-09,2024-09-14,Ground,WH_North,City_4,MI,Toys,P8095,2,59.22,118.44,7.28,5,Delivered,No,55.18,32,Medium,WELCOME5,Enterprise,CarrierC,52.14,0.44,36,Sep,2024,2,3,1
O003119,C1463,2025-07-25,2025-07-25,2025-07-26,Overnight,WH_South,City_376,PA,Toys,P8247,2,69.21,138.42,42.6,1,Delivered,No,76.03,36,Low,FREESHIP,Enterprise,CarrierD,15.47,0.112,30,Jul,2025,0,1,1
O003120,C1620,2025-04-04,2025-04-04,2025-04-06,Two-Day,WH_East,City_39,TX,Sports,P6588,4,29.76,119.04,15.02,2,Delivered,No,55.43,64,Medium,SUMMER10,Consumer,CarrierC,40.91,0.344,14,Apr,2025,0,2,1
O003121,C2650,2025-03-14,2025-03-16,2025-03-20,Two-Day,WH_North,City_395,GA,Apparel,P3017,2,54.61,109.22,12.07,4,Delivered,No,55.29,34,High,FREESHIP,SMB,CarrierB,37.78,0.346,11,Mar,2025,2,2,0
O003122,C2315,2024-11-07,2024-11-07,2024-11-12,Ground,WH_East,City_292,OH,Apparel,P4846,3,37.04,111.12,6.48,5,Delivered,No,59.38,36,Medium,SUMMER10,Consumer,CarrierA,40.94,0.368,45,Nov,2024,0,5,1
O003123,C1157,2025-09-18,2025-09-18,2025-09-26,Ground,WH_Central,City_359,CA,Electronics,P7700,5,48.79,243.95,5.94,8,Delivered,No,121.97,55,Medium,WELCOME5,SMB,CarrierC,109.44,0.449,38,Sep,2025,0,8,0
O003124,C2364,2025-06-29,2025-07-01,2025-07-05,Air,WH_South,City_300,FL,Electronics,P9708,2,50.45,100.9,26.85,4,Delivered,No,50.45,32,Medium,FREESHIP,SMB,CarrierD,19.76,0.196,26,Jun,2025,2,2,0
O003125,C1926,2024-05-09,2024-05-09,2024-05-10,Overnight,WH_South,City_125,IL,Apparel,P4764,2,55.32,110.64,40.5,1,Delivered,No,44.74,26,Medium,SUMMER10,Consumer,CarrierA,22.28,0.201,19,May,2024,0,1,1
O003126,C2411,2025-06-16,2025-06-18,2025-06-19,Overnight,WH_North,City_355,GA,Apparel,P9794,4,81.61,326.44,48.99,1,Delivered,No,137.82,72,Low,SUMMER10,SMB,CarrierA,130.99,0.401,25,Jun,2025,2,-1,1
O003127,C1777,2025-09-09,2025-09-09,2025-09-16,Ground,WH_East,City_155,GA,Beauty,P4590,2,80.24,160.48,6.07,7,Delivered,No,61,22,Medium,FREESHIP,Enterprise,CarrierA,90.77,0.566,37,Sep,2025,0,7,1
O003128,C2412,2025-11-12,2025-11-12,2025-11-17,Ground,WH_Central,City_315,IL,Apparel,P4440,3,-5.75,-17.25,6.96,5,Delivered,No,-9.12,45,High,FREESHIP,Enterprise,CarrierA,-20.49,0,46,Nov,2025,0,5,1
O003129,C2419,2024-04-28,2024-04-28,2024-05-11,Ground,WH_North,City_33,NY,Electronics,P4204,1,70.19,70.19,6.5,13,Delivered,No,35.09,17,Critical,NA,SMB,CarrierC,26.56,0.378,17,Apr,2024,0,13,0
O003130,C2891,2025-07-01,2025-07-02,2025-07-05,Two-Day,WH_Central,City_178,FL,Beauty,P9831,4,76.64,306.56,15.47,3,Delivered,No,117.88,52,Low,SUMMER10,SMB,CarrierB,166.97,0.545,27,Jul,2025,1,2,1
O003131,C2819,2024-08-17,2024-08-19,2024-08-26,Two-Day,WH_South,City_330,CA,Beauty,P9193,2,31.23,62.46,17.95,7,Delivered,No,25.86,26,Low,NA,Enterprise,CarrierB,15.53,0.249,33,Aug,2024,2,5,0
O003132,C1058,2025-11-13,2025-11-13,2025-11-20,Ground,WH_South,City_188,IL,Electronics,P6111,4,86.09,344.36,6.63,7,Delivered,No,172.18,68,High,WELCOME5,SMB,CarrierA,157.39,0.457,46,Nov,2025,0,7,1
O003133,C1874,2025-08-17,2025-08-18,2025-08-24,Ground,WH_West,City_227,GA,Home,P2170,3,31.63,94.89,6.94,6,Delivered,No,45.71,51,Low,FREESHIP,SMB,CarrierC,36.12,0.381,33,Aug,2025,1,5,1
O003134,C2563,2024-01-19,2024-01-20,2024-01-26,Ground,WH_South,City_319,MI,Toys,P7768,4,37.41,149.64,7.13,6,Delivered,No,53.76,60,Medium,WELCOME5,Enterprise,CarrierD,81.55,0.545,3,Jan,2024,1,5,1
O003135,C1766,2024-10-21,2024-10-22,2024-10-30,Ground,WH_North,City_122,NY,Electronics,P7883,4,44.91,179.64,6.63,8,Delivered,No,89.82,56,Medium,WELCOME5,Consumer,CarrierA,76.47,0.426,43,Oct,2024,1,7,0
O003136,C2292,2024-02-27,2024-02-29,2024-03-03,Air,WH_East,City_295,GA,Electronics,P7114,4,43.35,173.4,27.23,3,Delivered,No,86.7,48,Low,WELCOME5,Enterprise,CarrierB,53.71,0.31,9,Feb,2024,2,1,1
O003137,C1308,2025-08-25,2025-08-26,2025-08-31,Ground,WH_East,City_334,NC,Toys,P4901,4,76.89,307.56,5.88,5,Delivered,No,139.74,60,Medium,WELCOME5,Enterprise,CarrierC,154.74,0.503,35,Aug,2025,1,4,1
O003138,C1117,2025-09-20,2025-09-20,2025-09-25,Ground,WH_West,City_357,TX,Home,P1725,3,38.26,114.78,5.25,5,Delivered,No,54.81,48,Low,WELCOME5,Enterprise,CarrierC,48.96,0.427,38,Sep,2025,0,5,1
O003139,C2153,2024-03-31,2024-04-01,2024-04-06,Ground,WH_North,City_222,OH,Apparel,P7313,4,32.48,129.92,6.11,5,Delivered,No,53.25,56,Low,SUMMER10,SMB,CarrierC,63.84,0.491,13,Mar,2024,1,4,1
O003140,C2325,2025-01-15,2025-01-15,2025-01-23,Ground,WH_Central,City_50,CA,Home,P2118,1,41.22,41.22,5.11,8,Delivered,No,15.88,14,Low,NA,Consumer,CarrierB,18.55,0.45,3,Jan,2025,0,8,0
O003141,C1293,2025-11-21,2025-11-21,2025-11-24,Air,WH_West,City_112,CA,Beauty,P9533,2,37.82,75.64,29.1,3,Delivered,No,34.03,20,High,WELCOME5,SMB,CarrierB,10.11,0.134,47,Nov,2025,0,3,1
O003142,C2022,2025-08-31,2025-09-01,2025-09-03,Overnight,WH_North,City_218,NC,Sports,P7548,6,33.69,202.14,42.34,2,Delivered,No,93.74,72,Low,FREESHIP,Consumer,CarrierD,57.42,0.284,35,Aug,2025,1,1,1
O003143,C2275,2025-11-06,2025-11-07,2025-11-12,Ground,WH_South,City_174,TX,Electronics,P4328,4,52.19,208.76,7.37,5,Delivered,No,104.38,64,Low,FREESHIP,Enterprise,CarrierD,89.33,0.428,45,Nov,2025,1,4,1
O003144,C2662,2025-07-24,2025-07-25,2025-08-01,Ground,WH_North,City_16,TX,Apparel,P8586,1,39.38,39.38,7.01,7,Delivered,No,19.8,16,Low,SUMMER10,Consumer,CarrierB,10.65,0.27,30,Jul,2025,1,6,1
O003145,C2098,2025-04-16,2025-04-16,2025-04-22,Two-Day,WH_North,City_374,CA,Apparel,P3707,3,54.15,162.45,17.01,6,Delivered,No,74.04,45,Critical,FREESHIP,Consumer,CarrierA,66,0.406,16,Apr,2025,0,6,0
O003146,C1832,2024-06-26,2024-06-27,2024-07-02,Ground,WH_East,City_116,NY,Toys,P8843,5,50.95,254.75,7.32,5,Delivered,No,131.5,70,Low,NA,Consumer,CarrierA,107.53,0.422,26,Jun,2024,1,4,1
